Name	Type	Unlock Prerequisite	Research Scrolls	Antique Tokens	Tier	Value	Crafting Time (seconds)	Crafting Time (formatted)	Value / Crafting Time	Merchant XP	Merchant XP / Crafting Time	Worker XP	Fusion XP	Favor	Airship Power		Required Worker 	Worker Level	Required Worker	Worker Level	Required Worker	Worker Level														Component	Component Quality	Amount Needed	Component	Component Quality	Amount Needed		ATK	DEF	HP	EVA	CRIT		Elemental Affinity	Spirit Affinity		Crafting Upgrade 1	Crafts Needed	Crafting Upgrade 2	Crafts Needed	Crafting Upgrade 3	Crafts Needed	Crafting Upgrade 4	Crafts Needed	Crafting Upgrade 5	Crafts Needed		Ascension Upgrade 1	Shards Needed	Ascension Upgrade 2	Shards Needed	Ascension Upgrade 3	Shards Needed		Discount Energy	Surcharge Energy	Suggest Energy	Speed Up Energy
Emperor Wyrmguard	Shield	Dragon Siblings Mega Pack	---	250	10	655000	34800	09:40:00	18.82	56500	1.62	848	4240	2451	369		Carpenter	25	Jeweler	21	Blacksmith	18		---	306	---	---	---	87	---	---	---	25	---		Deep Coral	---	4	Ghastly Pennant	---	2		---	245	15	---	---		---	---		-25% Craft Time Reduction	7	-61 Wood Spent	18	x1.25 Value Increase	32	-17 Ironwood Spent	50	Quality Chance x2	80		-8 Jewels Spent	45	-1 Deep Coral Spent	45	+10% Multicraft Chance	45		835	1855	370	2480
Bearded Paragon	Shield	---	85	---	11	1300000	50400	14:00:00	25.79	97500	1.93	1463	7315	2889	366		Carpenter	27	Jeweler	23	Blacksmith	20		---	338	---	---	---	98	---	---	---	31	---		Sigil of Might	---	1	Boreal Gale	---	3		---	305	---	---	---		Earth	---		-20% Craft Time Reduction	6	-68 Wood Spent	16	Blueprint: Abyssal Artifact	28	x1.25 Value Increase	45	Quality Chance x2	70		-68 Wood Spent	60	-6 Jewels Spent	60	+10% Multicraft Chance	60		1005	2235	445	2790
Honeycomb Defender	Shield	Bee's Knees Superior Pack	---	300	11	1700000	50400	14:00:00	33.73	97500	1.93	1463	7315	3218	461		Carpenter	27	Jeweler	23	Blacksmith	20		---	338	---	---	---	98	---	---	---	31	---		Sigil of Might	---	1	Zirconia Eggshell	---	3		---	305	19	---	---		---	---		-20% Craft Time Reduction	6	-68 Wood Spent	16	x1.25 Value Increase	28	-20 Ironwood Spent	45	Quality Chance x2	70		-9 Jewels Spent	60	-1 Zirconia Eggshell Spent	60	+10% Multicraft Chance	60		1145	2545	510	2790
Crystalice Targe	Shield	Snow Day Mega Pack	---	300	11	1900000	60000	16:40:00	31.67	105000	1.75	1575	7875	3564	448		Carpenter	27	Jeweler	23	Blacksmith	20		---	354	---	---	---	103	---	---	29	---	---		Sigil of Spark	---	1	Boreal Gale	---	3		80	320	---	---	---		Water	---		-25% Craft Time Reduction	6	-71 Wood Spent	16	x1.25 Value Increase	28	-21 Ironwood Spent	45	Quality Chance x2	70		-3 Ether Spent	60	-6 Ether Spent	60	+10% Multicraft Chance	60		1210	2685	535	2950
Abyssal Artifact	Shield	---	125	---	12	2500000	85800	23:50:00	29.14	195000	2.27	2925	14625	4293	462		Carpenter	29	Jeweler	25	Blacksmith	22		---	387	---	---	---	113	---	---	---	41	---		Sigil of True Might	---	1	Raw Obsidian	---	3		---	385	---	---	---		Dark	---		-20% Craft Time Reduction	6	-77 Wood Spent	14	x1.25 Value Increase	26	Blueprint: Chloroshield	40	Quality Chance x2	60		-28 Ironwood Spent	80	-8 Jewels Spent	80	+10% Multicraft Chance	80		1375	3060	610	3290
Titan Shield	Shield	Shop Titans Mega Pack	---	350	12	2700000	85200	23:40:00	31.69	195000	2.29	2925	14625	4532	582		Carpenter	29	Jeweler	25	Blacksmith	22		---	380	---	---	---	110	---	---	35	---	---		Sigil of True Might	---	1	XL Magic Potion	Superior	1		---	385	24	---	---		Light	---		-20% Craft Time Reduction	6	Component Quality Reduced	14	-76 Wood Spent	26	x1.25 Value Increase	40	Quality Chance x2	60		-28 Ironwood Spent	80	-7 Ether Spent	80	+10% Multicraft Chance	80		1430	3175	635	3290
Opulent Buckler	Shield	Opulent Chest	---	---	12	5000000	85800	23:50:00	58.28	195000	2.27	2925	14625	4782	462		Carpenter	29	Jeweler	25	Blacksmith	22		---	387	---	---	---	113	---	---	---	41	---		Opulent Jewel	---	6	Raw Obsidian	---	2		---	385	---	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	6	x1.25 Value Increase	14	-97 Wood Spent	26	-28 Ironwood Spent	40	Quality Chance x2	60		-8 Jewels Spent	80	-1 Opulent Jewel Spent	80	+10% Multicraft Chance	80		1440	3205	640	3290
Bastion of Dawn	Shield	2023 Superior Pack	---	350	12	2900000	102600	28:30:00	28.27	210000	2.05	3150	15750	5426	560		Carpenter	30	Jeweler	26	Blacksmith	23		400	---	---	---	120	---	---	---	---	46	---		Sigil of True Might	---	1	Raw Obsidian	---	3		100	400	---	---	---		Light	---		-20% Craft Time Reduction	6	-80 Iron Spent	14	x1.25 Value Increase	26	-30 Steel Spent	40	Quality Chance x2	60		-1 Raw Obsidian Spent	80	-9 Jewels Spent	80	+10% Multicraft Chance	80		1480	3290	660	3465
Elongo Shield	Shield	Ancient Warrior Mega Pack	---	350	12	2800000	102600	28:30:00	27.29	210000	2.05	3150	15750	5293	625		Carpenter	30	Jeweler	26	Blacksmith	23		---	404	---	---	---	123	---	---	39	---	---		Sigil of True Might	---	1	Raw Obsidian	---	3		---	400	29	---	---		---	---		-20% Craft Time Reduction	6	-8 Ether Spent	14	x1.25 Value Increase	26	-81 Wood Spent	40	Quality Chance x2	60		-8 Ether Spent	80	-8 Ether Spent	80	+10% Multicraft Chance	80		1455	3235	645	3465
Chloroshield	Shield	---	200	---	13	5250000	146400	40:40:00	35.86	235000	1.61	3525	17625	6883	594		Carpenter	32	Jeweler	28	Blacksmith	25		---	---	---	---	---	139	---	---	---	52	5		Outsider's Claw	---	3	Zirconia Eggshell	---	4		---	495	---	---	---		Earth	---		-20% Craft Time Reduction	4	-28 Ironwood Spent	10	x1.25 Value Increase	18	-13 Jewels Spent	30	Quality Chance x2	45		-1 Zirconia Eggshell Spent	100	-1 Essence Spent	100	+10% Multicraft Chance	100		1965	4370	875	3830
Mundra's Aegis	Shield	The Moon Dragon Pack	200	---	13	5400000	174600	48:30:00	30.93	245000	1.4	7350	36750	8344	936		Moon Dragon	34	Carpenter	30	Jeweler	27		---	---	---	---	---	144	---	---	---	54	6		All-Seeing Eye	---	2	Raw Obsidian	---	1		---	559	53	---	---		---	---		-20% Craft Time Reduction	4	-29 Ironwood Spent	10	-8 Jewels Spent	18	x1.25 Value Increase	30	Quality Chance x2	45		-11 Jewels Spent	100	-1 Essence Spent	100	+10% Multicraft Chance	100		1985	4410	880	4015
Adventurer Cape	Cloak	The Summoner Pack	---	---	3	2650	330	00:05:30	8.03	3450	10.45	52	260	26	62		Summoner	1	---	---	---	---		---	---	19	---	---	---	---	---	---	---	---		Glow Shroom	---	3	---	---	---		---	52	---	---	---		---	---		x1.25 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Administrator Cloak	32	-4 Leather Spent	50	Quality Chance x3	80		Quality Chance x2	10	+10% Multicraft Chance	10	Quality Chance x2	10		40	90	20	110
Administrator Cloak	Cloak	The Summoner Pack	6	---	4	8350	750	00:12:30	11.13	7300	9.73	110	550	52	94		Summoner	4	---	---	---	---		24	---	33	---	---	---	---	---	---	---	---		Silver Dust	---	3	Iron Pine Cone	---	3		---	78	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Druid Cloak	36	-7 Leather Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Silver Dust Spent	15		70	155	30	190
Druid Cloak	Cloak	The Summoner Pack	10	---	5	19000	1470	00:24:30	12.93	13000	8.84	195	975	144	126		Summoner	8	Tailor	1	---	---		---	---	54	39	---	---	11	---	---	---	---		Druid Laurels	Normal	1	Living Root	---	5		---	105	---	---	---		Earth	---		-25% Craft Time Reduction	8	-11 Leather Spent	20	Blueprint: Imperial Cape	36	x1.25 Value Increase	55	Quality Chance x2	85		-8 Herbs Spent	20	+10% Multicraft Chance	20	-2 Living Root Spent	20		100	225	45	295
Imperial Cape	Cloak	The Summoner Pack	15	---	6	41000	3000	00:50:00	13.67	20000	6.67	300	1500	217	168		Summoner	13	Tailor	8	---	---		---	---	94	---	---	---	23	---	---	---	---		White Sand	---	4	Deep Pearl	---	2		---	140	---	---	---		---	---		-25% Craft Time Reduction	9	-19 Leather Spent	22	Blueprint: Elven Cloak	40	x1.25 Value Increase	60	Quality Chance x2	95		-5 Fabric Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		145	325	65	420
Vampire Wings	Cloak	Pumpkin Superior Pack	---	140	6	63000	3600	01:00:00	17.5	23000	6.39	345	1725	271	210		Summoner	14	Tailor	10	---	---		---	---	109	---	---	---	27	---	---	---	---		Moon Crystal	---	5	Webbed Wing	---	5		38	150	---	---	---		Dark	---		-25% Craft Time Reduction	9	-1 Webbed Wing Spent	22	x1.25 Value Increase	40	-27 Leather Spent	60	Quality Chance x2	95		-5 Fabric Spent	25	+10% Multicraft Chance	25	-1 Moon Crystal Spent	25		180	400	80	465
Elven Cloak	Cloak	The Summoner Pack	25	---	7	105000	7200	02:00:00	14.58	32500	4.51	488	2440	756	222		Summoner	17	Tailor	13	---	---		---	---	155	113	---	---	40	---	---	---	---		Silk Scarab	---	5	---	---	---		---	185	---	---	---		---	---		-25% Craft Time Reduction	10	-31 Leather Spent	24	Blueprint: Beast King's Cloak	44	x1.25 Value Increase	70	Quality Chance x2	110		-23 Herbs Spent	30	+10% Multicraft Chance	30	-8 Fabric Spent	30		230	515	105	620
Beast King's Cloak	Cloak	The Summoner Pack	35	---	8	165000	15600	04:20:00	10.58	48500	3.11	728	3640	954	276		Summoner	21	Tailor	17	---	---		---	---	219	---	---	---	57	---	---	6	---		Chronos Crystal	---	4	---	---	---		---	230	---	---	---		---	Mammoth Presence		-25% Craft Time Reduction	11	-44 Leather Spent	28	Blueprint: Dragonlord Crest	50	x1.25 Value Increase	80	Quality Chance x2	125		-17 Fabric Spent	35	+10% Multicraft Chance	35	-2 Jewels Spent	35		290	640	130	860
Dragonlord Crest	Cloak	The Summoner Pack	45	---	9	390000	18000	05:00:00	21.67	62500	3.47	938	4690	1488	324		Summoner	22	Tailor	18	---	---		---	---	268	---	---	---	74	---	---	10	---		Savage Garb	Superior	1	Rustwyrm Scale	---	10		---	270	---	---	---		---	---		-54 Leather Spent	10	x1.25 Value Increase	26	Blueprint: Archbishop Mantle	46	Component Quality Reduced	70	Quality Chance x2	110		-2 Jewels Spent	40	-5 Rustwyrm Scale Spent	40	+10% Multicraft Chance	40		435	965	195	1065
Tyrant Cloak	Cloak	Castle Superior Pack	---	200	9	440000	24600	06:50:00	17.89	67500	2.74	1013	5065	1749	504		Summoner	23	Tailor	19	---	---		---	---	285	---	---	---	79	---	14	---	---		Ghastly Pennant	---	3	Spooky Ectoplasm	---	3		---	280	---	0.05	---		Dark	---		-20% Craft Time Reduction	10	-57 Leather Spent	26	x1.25 Value Increase	46	-16 Fabric Spent	70	Quality Chance x2	110		-3 Ether Spent	40	-1 Ghastly Pennant Spent	40	+10% Multicraft Chance	40		460	1025	205	1140
Archbishop Mantle	Cloak	The Summoner Pack	60	---	10	615000	35400	09:50:00	17.37	78500	2.22	1178	5890	2311	372		Summoner	25	Priestess	21	Tailor	18		---	---	319	---	---	---	91	---	---	18	---		Precious Shell	---	4	Ancient Marble	---	3		---	310	---	---	---		Light	---		-20% Craft Time Reduction	10	-64 Leather Spent	26	Blueprint: Voidcloth From Beyond	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Jewels Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		810	1800	360	2335
Voidcloth From Beyond	Cloak	The Summoner Pack	85	---	11	1650000	60000	16:40:00	27.5	145000	2.42	2175	10875	3471	480		Summoner	27	Tailor	23	Wizard	20		---	---	372	---	---	---	107	---	---	25	---		Sigil of Grace	---	1	Grim Talon	---	4		---	400	---	---	---		Dark	---		-20% Craft Time Reduction	6	-74 Leather Spent	16	Blueprint: Herald's Mantle	28	x1.25 Value Increase	45	Quality Chance x2	70		-1 Grim Talon Spent	60	-5 Jewels Spent	60	+10% Multicraft Chance	60		1130	2510	500	2790
Opulent Cloak	Cloak	Opulent Chest	---	---	11	3200000	60000	16:40:00	53.33	145000	2.42	2175	10875	3471	480		Summoner	27	Tailor	23	Wizard	20		---	---	372	---	---	---	107	---	---	25	---		Opulent Jewel	---	5	Grim Talon	---	4		---	400	---	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	6	-74 Leather Spent	16	x1.25 Value Increase	28	-21 Fabric Spent	45	Quality Chance x2	70		+10% Multicraft Chance	60	-5 Jewels Spent	60	-1 Opulent Jewel Spent	60		1165	2585	515	2790
Woven Lilycloak	Cloak	Swamp Superior Pack	---	300	11	1950000	72000	20:00:00	27.08	155000	2.15	2325	11625	3387	747		Summoner	27	Tailor	23	Wizard	20		---	---	---	337	---	---	---	98	30	---	---		Sigil of Grace	---	1	Zirconia Eggshell	---	4		---	415	---	0.05	---		Water	---		-20% Craft Time Reduction	6	-67 Herbs Spent	16	x1.25 Value Increase	28	-20 Oils Spent	45	Quality Chance x2	70		-1 Zirconia Eggshell Spent	60	-6 Ether Spent	60	+10% Multicraft Chance	60		1225	2720	545	2950
Herald's Mantle	Cloak	The Summoner Pack	125	---	12	2800000	103200	28:40:00	27.13	290000	2.81	4350	21750	5130	606		Summoner	29	Tailor	25	Wizard	22		---	---	426	---	---	---	124	---	---	33	---		Sigil of True Grace	---	1	Raw Obsidian	---	2		---	505	---	---	---		Dark	---		-20% Craft Time Reduction	6	-85 Leather Spent	14	x1.25 Value Increase	26	Blueprint: Cloak Everflowing	40	Quality Chance x2	60		-31 Fabric Spent	80	-7 Jewels Spent	80	+10% Multicraft Chance	80		1455	3235	645	3290
Sakura Cloak	Cloak	Cherry Blossom Superior Pack	---	350	12	3100000	103200	28:40:00	30.04	290000	2.81	4350	21750	5235	766		Summoner	29	Tailor	25	Wizard	22		---	---	426	---	---	---	124	---	37	---	---		Sigil of True Grace	---	1	Magma Core	---	2		---	505	32	---	---		Air	---		-20% Craft Time Reduction	6	x1.25 Value Increase	14	-64 Leather Spent	26	-19 Fabric Spent	40	Quality Chance x2	60		-7 Ether Spent	80	-64 Leather Spent	80	+10% Multicraft Chance	80		1530	3395	680	3290
Fairy Wings	Cloak	Junimay Superior Pack	---	350	12	3150000	123000	34:10:00	25.61	310000	2.52	4650	23250	5843	728		Summoner	30	Tailor	26	Wizard	23		---	---	445	---	---	---	136	---	---	36	---		Sigil of True Spark	---	1	Crush Claw	---	4		130	520	---	---	---		Air	Carbuncle Whimsy		-20% Craft Time Reduction	6	x1.25 Value Increase	14	-89 Leather Spent	26	-27 Fabric Spent	40	Quality Chance x2	60		-7 Jewels Spent	80	-1 Crush Claw Spent	80	+10% Multicraft Chance	80		1540	3420	685	3465
Cloak Everflowing	Cloak	The Summoner Pack	200	---	13	5750000	175200	48:40:00	32.82	345000	1.97	5175	25875	8218	774		Summoner	32	Tailor	28	Wizard	25		---	---	482	---	---	---	153	---	---	---	5		Astral Fabric	---	2	Thread of Fate	---	4		---	645	---	---	---		Water	---		-20% Craft Time Reduction	4	-96 Leather Spent	10	x1.25 Value Increase	18	-23 Fabric Spent	30	Quality Chance x2	45		-2 Thread of Fate Spent	100	-1 Essence Spent	100	+10% Multicraft Chance	100		2055	4565	915	3830
Iron Ring	Ring	Jeweler	---	---	1	690	140	00:02:20	4.93	1200	8.57	18	90	16	23		Jeweler	1	---	---	---	---		14	---	---	---	---	---	---	---	---	---	---		---	---	---	---	---	---		29	---	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	-3 Iron Spent	36	Quality Chance x2	55	Quality Chance x3	85		-7 Iron Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		20	45	10	70
Alloy Loop	Ring	---	---	---	2	1200	270	00:04:30	4.44	2350	8.7	35	175	21	34		Jeweler	1	---	---	---	---		17	---	---	---	---	---	---	---	---	---	---		---	---	---	---	---	---		42	---	---	---	---		---	---		x1.25 Value Increase	9	-6 Iron Spent	22	-25% Craft Time Reduction	40	Quality Chance x2	65	Quality Chance x3	100		-6 Iron Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		25	60	10	110
Ruby Ring	Ring	---	---	---	3	3350	630	00:10:30	5.32	4950	7.86	74	370	42	51		Jeweler	1	---	---	---	---		30	---	---	15	---	---	---	---	---	---	---		Glow Shroom	---	4	---	---	---		64	---	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Silver Band	36	-6 Iron Spent	55	Quality Chance x3	85		Quality Chance x3	10	+10% Multicraft Chance	10	-2 Glow Shroom Spent	10		45	100	20	190
Emerald Ring	Ring	Frozen Chest	---	---	3	6500	780	00:13:00	8.33	6100	7.82	92	460	56	74		Jeweler	8	---	---	---	---		34	---	---	17	---	---	---	---	---	---	---		Silver Dust	---	3	---	---	---		93	---	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	-7 Iron Spent	36	-3 Iron Spent	55	Quality Chance x3	85		-17 Herbs Spent	10	+10% Multicraft Chance	10	-1 Silver Dust Spent	10		60	130	25	225
Silver Band	Ring	---	6	---	4	6850	1260	00:21:00	5.44	8700	6.9	131	655	81	70		Jeweler	10	---	---	---	---		49	---	---	25	---	---	---	---	---	---	---		Precious Gem	---	3	---	---	---		88	---	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Noble Ring	36	-10 Iron Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Precious Gem Spent	15		65	140	30	295
Ring of Passion	Ring	Valentine's Day Pack	---	100	4	11000	1590	00:26:30	6.92	10000	6.29	150	750	119	107		Jeweler	11	---	---	---	---		60	---	---	30	---	---	---	---	---	---	---		Webbed Wing	---	3	---	---	---		96	---	6	---	---		---	---		x1.25 Value Increase	9	-25% Craft Time Reduction	22	-12 Iron Spent	40	-6 Herbs Spent	60	Quality Chance x2	95		-30 Iron Spent	15	+10% Multicraft Chance	15	-1 Webbed Wing Spent	15		80	175	35	335
Noble Ring	Ring	---	10	---	5	14000	1920	00:32:00	7.29	12000	6.25	180	900	135	84		Jeweler	12	---	---	---	---		71	---	---	---	16	---	---	---	---	---	---		Iron Ring	Normal	1	Deep Pearl	---	3		105	---	---	---	---		---	---		-25% Craft Time Reduction	9	-14 Iron Spent	22	Blueprint: Knight Signet	40	x1.25 Value Increase	60	Quality Chance x2	95		-3 Steel Spent	20	+10% Multicraft Chance	20	-1 Iron Ring Spent	20		90	195	40	375
Ring of Rhythm	Ring	Cinco De Mayo Mega Pack	---	120	5	20000	2040	00:34:00	9.8	12000	5.88	180	900	150	119		Jeweler	12	---	---	---	---		71	---	---	---	16	---	---	---	---	---	---		Deep Pearl	---	3	Glow Shroom	---	2		105	---	7	---	---		---	---		-25% Craft Time Reduction	9	-14 Iron Spent	22	-14 Iron Spent	40	x1.25 Value Increase	60	Quality Chance x2	95		-3 Steel Spent	20	-1 Deep Pearl Spent	20	+10% Multicraft Chance	20		105	230	45	375
Claud's Will	Ring	Immortal Mega Pack	---	120	5	21000	2400	00:40:00	8.75	13500	5.63	203	1015	193	127		Jeweler	13	---	---	---	---		85	---	---	---	21	---	---	---	---	---	---		Rustwyrm Scale	---	3	Silver Dust	---	2		115	29	---	---	---		Dark	---		-25% Craft Time Reduction	9	-17 Iron Spent	22	-17 Iron Spent	40	x1.25 Value Increase	60	Quality Chance x2	95		-11 Steel Spent	20	-1 Rustwyrm Scale Spent	20	+10% Multicraft Chance	20		110	240	50	420
Knight Signet	Ring	---	15	---	6	23500	2700	00:45:00	8.7	15500	5.74	233	1165	349	96		Jeweler	14	Master	1	---	---		99	---	---	49	25	---	---	---	---	---	---		Ruby Ring	Normal	1	Moon Crystal	---	2		120	---	---	---	---		---	---		-25% Craft Time Reduction	9	-20 Iron Spent	22	Blueprint: Batrachite Stone	40	x1.25 Value Increase	60	Quality Chance x2	95		-5 Steel Spent	25	+10% Multicraft Chance	25	-1 Ruby Ring Spent	25		115	250	50	465
Ring of Liberty	Ring	Liberty Mega Pack	---	140	6	44500	3600	01:00:00	12.36	17500	4.86	263	1315	296	144		Jeweler	15	Master	1	---	---		113	---	---	---	29	---	---	---	---	---	---		White Sand	---	4	Iron Pine Cone	---	4		130	33	---	---	---		---	Eagle Accuracy		-25% Craft Time Reduction	10	-23 Iron Spent	24	-9 Steel Spent	44	x1.25 Value Increase	70	Quality Chance x2	110		-23 Iron Spent	25	-2 Iron Pine Cone Spent	25	+10% Multicraft Chance	25		155	340	70	515
Qian Loop	Ring	Lunar New Year Mega Pack	---	140	6	46000	3600	01:00:00	12.78	17500	4.86	263	1315	443	144		Jeweler	15	Master	1	---	---		27	---	110	---	---	---	27	---	---	---	---		Moon Crystal	---	4	---	---	---		130	---	8	---	---		---	---		-25% Craft Time Reduction	10	-22 Leather Spent	24	x1.25 Value Increase	44	-5 Fabric Spent	70	Quality Chance x2	110		-27 Iron Spent	25	-1 Moon Crystal Spent	25	+10% Multicraft Chance	25		155	345	70	515
Batrachite Stone	Ring	---	25	---	7	59000	6000	01:40:00	9.83	22000	3.67	330	1650	379	120		Jeweler	17	Master	13	---	---		141	---	---	---	36	---	---	---	---	---	---		Evil Eye	---	4	---	---	---		150	---	---	---	---		---	---		-25% Craft Time Reduction	10	-28 Iron Spent	24	Blueprint: Brimstone Coil	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Steel Spent	30	+10% Multicraft Chance	30	-1 Evil Eye Spent	30		175	390	80	620
Soulstone Ring	Ring	Ancient Chest	---	---	7	99000	7200	02:00:00	13.75	24500	3.4	368	1840	502	174		Jeweler	18	Master	14	---	---		155	---	---	---	39	---	---	---	---	---	---		Star Metal	---	3	Evil Eye	---	2		217	---	---	---	---		---	---		-25% Craft Time Reduction	10	-31 Iron Spent	24	x1.25 Value Increase	44	-10% Craft Time Reduction	70	Quality Chance x2	110		-8 Steel Spent	30	+10% Multicraft Chance	30	-1 Star Metal Spent	30		215	475	95	675
Ring of the Chosen	Ring	Hero Pack	---	160	7	120000	8400	02:20:00	14.29	27000	3.21	405	2025	765	188		Jeweler	19	Master	15	---	---		170	---	---	---	43	---	---	22	---	---	---		Star Metal	---	4	Deep Pearl	---	1		170	43	---	---	---		---	---		-25% Craft Time Reduction	10	-34 Iron Spent	24	x1.25 Value Increase	44	-10% Craft Time Reduction	70	Quality Chance x2	110		-9 Steel Spent	30	+10% Multicraft Chance	30	-1 Star Metal Spent	30		250	550	110	735
Brimstone Coil	Ring	---	35	---	8	185000	16200	04:30:00	11.42	35500	2.19	533	2665	896	160		Jeweler	21	Master	17	---	---		214	---	---	---	57	---	---	---	---	8	---		Ancient Marble	---	5	White Sand	---	4		200	---	---	---	---		Fire	---		-25% Craft Time Reduction	11	-43 Iron Spent	28	Blueprint: Fairfolk Band	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Jewels Spent	35	+10% Multicraft Chance	35	-4 White Sand Spent	35		305	675	135	925
Ring of Vampire Kin	Ring	Content Pass: Halloween 2022	---	180	8	205000	19200	05:20:00	10.68	39000	2.03	585	2925	1168	233		Jeweler	22	Master	18	---	---		229	---	---	---	62	---	---	---	---	10	---		Chronos Crystal	---	4	Evil Eye	---	1		210	---	13	---	---		Dark	---		-25% Craft Time Reduction	11	-46 Iron Spent	28	-19 Steel Spent	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Jewels Spent	35	+10% Multicraft Chance	35	-1 Chronos Crystal Spent	35		320	710	140	995
Fairfolk Band	Ring	---	45	---	9	280000	16800	04:40:00	16.67	42000	2.5	630	3150	1224	176		Jeweler	22	Master	18	---	---		244	---	---	---	67	---	---	---	---	13	---		Spooky Ectoplasm	---	5	Chronos Crystal	---	1		220	---	---	---	---		Earth	---		-25% Craft Time Reduction	10	-49 Iron Spent	26	Blueprint: Borealis	46	x1.25 Value Increase	70	Quality Chance x2	110		-3 Jewels Spent	40	-1 Spooky Ectoplasm Spent	40	+10% Multicraft Chance	40		370	825	165	1065
Dawnflower Ring	Ring	Spring Festivities Pack	---	200	9	380000	20400	05:40:00	18.63	45500	2.23	683	3415	1589	254		Jeweler	23	Master	19	---	---		259	---	---	---	72	---	---	---	---	16	---		Spooky Ectoplasm	---	4	Moon Crystal	---	4		230	---	14	---	---		---	---		-25% Craft Time Reduction	10	-52 Iron Spent	26	x1.25 Value Increase	46	-14 Steel Spent	70	Quality Chance x2	110		-3 Jewels Spent	40	-4 Moon Crystal Spent	40	+10% Multicraft Chance	40		430	955	190	1140
