Name	Type	Unlock Prerequisite	Research Scrolls	Antique Tokens	Tier	Value	Crafting Time (seconds)	Crafting Time (formatted)	Value / Crafting Time	Merchant XP	Merchant XP / Crafting Time	Worker XP	Fusion XP	Favor	Airship Power		Required Worker 	Worker Level	Required Worker	Worker Level	Required Worker	Worker Level													Component	Component Quality	Amount Needed	Component	Component Quality	Amount Needed		ATK	DEF	HP	EVA	CRIT		Elemental Affinity	Spirit Affinity		Crafting Upgrade 1	Crafts Needed	Crafting Upgrade 2	Crafts Needed	Crafting Upgrade 3	Crafts Needed	Crafting Upgrade 4	Crafts Needed	Crafting Upgrade 5	Crafts Needed		Ascension Upgrade 1	Shards Needed	Ascension Upgrade 2	Shards Needed	Ascension Upgrade 3	Shards Needed		Discount Energy	Surcharge Energy	Suggest Energy	Speed Up Energy
Noble Ring	Ring	---	10	---	5	14,000	1,920	00:32:00	7.29	12,000	6.25	180	900	135	84		Jeweler	12	---	6	---	1		71	---	---	---	16	---	---	---	---	---		Iron Ring	Normal	1	Deep Pearl	---	3		105	---	---	---	---		---	---		-25% Craft Time Reduction	9	-14 Iron Spent	22	Blueprint: Knight Signet	40	x1.25 Value Increase	60	Quality Chance x2	95		-3 Steel Spent	20	+10% Multicraft Chance	20	-1 Iron Ring Spent	20		90	195	40	375
Ring of Rhythm	Ring	Cinco De Mayo Mega Pack	---	120	5	20,000	2,040	00:34:00	9.8	12,000	5.88	180	900	150	119		Jeweler	12	---	6	---	1		71	---	---	---	16	---	---	---	---	---		Deep Pearl	---	3	Glow Shroom	---	2		105	---	7	---	---		---	---		-25% Craft Time Reduction	9	-14 Iron Spent	22	-14 Iron Spent	40	x1.25 Value Increase	60	Quality Chance x2	95		-3 Steel Spent	20	-1 Deep Pearl Spent	20	+10% Multicraft Chance	20		105	230	45	375
Claud's Will	Ring	Immortal Mega Pack	---	120	5	21,000	2,400	00:40:00	8.75	13,500	5.63	203	1,015	193	127		Jeweler	13	---	8	---	1		85	---	---	---	21	---	---	---	---	---		Rustwyrm Scale	---	3	Silver Dust	---	2		115	29	---	---	---		Dark	---		-25% Craft Time Reduction	9	-17 Iron Spent	22	-17 Iron Spent	40	x1.25 Value Increase	60	Quality Chance x2	95		-11 Steel Spent	20	-1 Rustwyrm Scale Spent	20	+10% Multicraft Chance	20		110	240	50	420
Knight Signet	Ring	---	15	---	6	23,500	2,700	00:45:00	8.7	15,500	5.74	233	1,165	349	96		Jeweler	14	Master	1	---	4		99	---	---	49	25	---	---	---	---	---		Ruby Ring	Normal	1	Moon Crystal	---	2		120	---	---	---	---		---	---		-25% Craft Time Reduction	9	-20 Iron Spent	22	Blueprint: Batrachite Stone	40	x1.25 Value Increase	60	Quality Chance x2	95		-5 Steel Spent	25	+10% Multicraft Chance	25	-1 Ruby Ring Spent	25		115	250	50	465
Ring of Liberty	Ring	Liberty Mega Pack	---	140	6	44,500	3,600	01:00:00	12.36	17,500	4.86	263	1,315	296	144		Jeweler	15	Master	1	---	5		113	---	---	---	29	---	---	---	---	---		White Sand	---	4	Iron Pine Cone	---	4		130	33	---	---	---		---	Eagle Accuracy		-25% Craft Time Reduction	10	-23 Iron Spent	24	-9 Steel Spent	44	x1.25 Value Increase	70	Quality Chance x2	110		-23 Iron Spent	25	-2 Iron Pine Cone Spent	25	+10% Multicraft Chance	25		155	340	70	515
Batrachite Stone	Ring	---	25	---	7	59,000	6,000	01:40:00	9.83	22,000	3.67	330	1,650	379	120		Jeweler	17	Master	13	---	7		141	---	---	---	36	---	---	---	---	---		Evil Eye	---	4	---	---	---		150	---	---	---	---		---	---		-25% Craft Time Reduction	10	-28 Iron Spent	24	Blueprint: Brimstone Coil	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Steel Spent	30	+10% Multicraft Chance	30	-1 Evil Eye Spent	30		175	390	80	620
Soulstone Ring	Ring	Ancient Chest	---	---	7	99,000	7,200	02:00:00	13.75	24,500	3.4	368	1,840	502	174		Jeweler	18	Master	14	---	8		155	---	---	---	39	---	---	---	---	---		Star Metal	---	3	Evil Eye	---	2		217	---	---	---	---		---	---		-25% Craft Time Reduction	10	-31 Iron Spent	24	x1.25 Value Increase	44	-10% Craft Time Reduction	70	Quality Chance x2	110		-8 Steel Spent	30	+10% Multicraft Chance	30	-1 Star Metal Spent	30		215	475	95	675
Ring of the Chosen	Ring	Hero Pack	---	160	7	120,000	8,400	02:20:00	14.29	27,000	3.21	405	2,025	765	188		Jeweler	19	Master	15	---	9		170	---	---	---	43	---	---	22	---	---		Star Metal	---	4	Deep Pearl	---	1		170	43	---	---	---		---	---		-25% Craft Time Reduction	10	-34 Iron Spent	24	x1.25 Value Increase	44	-10% Craft Time Reduction	70	Quality Chance x2	110		-9 Steel Spent	30	+10% Multicraft Chance	30	-1 Star Metal Spent	30		250	550	110	735
Brimstone Coil	Ring	---	35	---	8	185,000	16,200	04:30:00	11.42	35,500	2.19	533	2,665	896	160		Jeweler	21	Master	17	---	12		214	---	---	---	57	---	---	---	---	8		Ancient Marble	---	5	White Sand	---	4		200	---	---	---	---		Fire	---		-25% Craft Time Reduction	11	-43 Iron Spent	28	Blueprint: Fairfolk Band	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Jewels Spent	35	+10% Multicraft Chance	35	-4 White Sand Spent	35		305	675	135	925
Fairfolk Band	Ring	---	45	---	9	280,000	16,800	04:40:00	16.67	42,000	2.5	630	3,150	1,224	176		Jeweler	22	Master	18	---	15		244	---	---	---	67	---	---	---	---	13		Spooky Ectoplasm	---	5	Chronos Crystal	---	1		220	---	---	---	---		Earth	---		-25% Craft Time Reduction	10	-49 Iron Spent	26	Blueprint: Borealis	46	x1.25 Value Increase	70	Quality Chance x2	110		-3 Jewels Spent	40	-1 Spooky Ectoplasm Spent	40	+10% Multicraft Chance	40		370	825	165	1,065
Dawnflower Ring	Ring	Spring Festivities Pack	---	200	9	380,000	20,400	05:40:00	18.63	45,500	2.23	683	3,415	1,589	254		Jeweler	23	Master	19	---	16		259	---	---	---	72	---	---	---	---	16		Spooky Ectoplasm	---	4	Moon Crystal	---	4		230	---	14	---	---		---	---		-25% Craft Time Reduction	10	-52 Iron Spent	26	x1.25 Value Increase	46	-14 Steel Spent	70	Quality Chance x2	110		-3 Jewels Spent	40	-4 Moon Crystal Spent	40	+10% Multicraft Chance	40		430	955	190	1,140
Valedictorian Ring	Ring	Back to School Mega Pack	---	200	9	420,000	24,600	06:50:00	17.07	49,000	1.99	735	3,675	1,777	264		Jeweler	24	Master	20	---	17		275	---	---	---	77	---	---	---	14	---		Thread of Fate	---	5	---	---	---		240	60	---	---	---		---	---		-25% Craft Time Reduction	10	-55 Iron Spent	26	x1.25 Value Increase	46	-15 Steel Spent	70	Quality Chance x2	110		-3 Ether Spent	40	-1 Thread of Fate Spent	40	+10% Multicraft Chance	40		450	1,000	200	1,220
Luxurious Signet	Ring	Luxurious Chest	---	---	9	550,000	24,600	06:50:00	22.36	49,000	1.99	735	3,675	1,777	192		Jeweler	24	Master	20	---	17		275	---	---	---	77	---	---	---	14	---		Golden Artifact	---	6	---	---	---		240	---	---	---	---		Gold	Xolotl Spirit		-25% Craft Time Reduction	10	-55 Iron Spent	26	x1.25 Value Increase	46	-15 Steel Spent	70	Quality Chance x2	110		-3 Ether Spent	40	-1 Golden Artifact Spent	40	+10% Multicraft Chance	40		385	855	170	1,220
Borealis	Ring	---	60	---	10	625,000	29,400	08:10:00	21.26	53,000	1.8	795	3,975	1,909	200		Jeweler	25	Master	21	Wizard	18		290	---	---	---	82	---	---	---	---	22		Deep Coral	---	6	Evil Eye	---	4		250	---	---	---	---		Water	---		-20% Craft Time Reduction	10	-58 Iron Spent	26	Blueprint: Rubicon Prison	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Jewels Spent	45	-1 Deep Coral Spent	45	+10% Multicraft Chance	45		815	1,815	365	2,335
Northwind Gem	Ring	Sunken Chest	---	---	10	685,000	34,800	09:40:00	19.68	56,500	1.62	848	4,240	2,451	266		Jeweler	25	Master	21	Wizard	18		306	---	---	---	87	---	---	---	---	25		Crystal Lullaby	---	5	Chronos Crystal	---	2		332	---	---	---	---		---	---		-20% Craft Time Reduction	9	-61 Iron Spent	22	x1.25 Value Increase	40	-17 Steel Spent	65	Quality Chance x2	100		-5 Jewels Spent	45	-2 Chronos Crystal Spent	45	+10% Multicraft Chance	45		835	1,850	370	2,480
Blizzard Ring	Ring	Winter Superior Offer	---	250	10	690,000	30,000	08:20:00	23	56,500	1.88	848	4,240	2,451	286		Jeweler	25	Master	21	Wizard	18		306	---	---	---	87	---	---	---	---	25		Tide Element	Normal	1	Crystal Lullaby	---	3		260	65	---	---	---		Water	---		-20% Craft Time Reduction	9	-61 Iron Spent	22	x1.25 Value Increase	40	-1 Tide Element Spent	65	Quality Chance x2	100		-17 Steel Spent	45	-5 Jewels Spent	45	+10% Multicraft Chance	45		855	1,905	380	2,480
Bunbun Band	Ring	Easter Galore Mega Pack	---	250	10	695,000	42,000	11:40:00	16.55	61,000	1.45	915	4,575	2,831	301		Jeweler	26	Master	22	Wizard	19		322	---	---	---	93	---	---	---	---	29		Precious Shell	---	4	Evil Eye	---	4		270	---	17	---	---		---	---		-20% Craft Time Reduction	9	-64 Iron Spent	22	x1.25 Value Increase	40	-19 Steel Spent	65	Quality Chance x2	100		-6 Jewels Spent	45	-2 Evil Eye Spent	45	+10% Multicraft Chance	45		860	1,910	380	2,635
Rubicon Prison	Ring	---	85	---	11	1,400,000	50,400	14:00:00	27.78	97,500	1.93	1,463	7,315	2,889	260		Jeweler	27	Master	23	Wizard	20		338	---	---	---	98	---	---	---	---	31		Sigil of Might	---	1	Zirconia Eggshell	---	4		325	---	---	---	---		---	---		-20% Craft Time Reduction	6	-68 Iron Spent	16	Blueprint: Pearlescent Perfection	28	x1.25 Value Increase	45	Quality Chance x2	70		-6 Jewels Spent	60	-1 Zirconia Eggshell Spent	60	+10% Multicraft Chance	60		1,045	2,320	465	2,790
Crunchy Bracelet	Ring	Super Sweet Mega Pack	---	300	11	1,700,000	60,000	16:40:00	28.33	105,000	1.75	1,575	7,875	3,077	374		Jeweler	27	Master	23	Wizard	20		---	---	---	319	---	---	---	73	25	---		Sigil of Might	---	1	Boreal Gale	---	4		340	85	---	---	---		---	---		-20% Craft Time Reduction	6	-64 Herbs Spent	16	x1.25 Value Increase	28	-1 Boreal Gale Spent	45	Quality Chance x2	70		-5 Ether Spent	60	-1 Boreal Gale Spent	60	+10% Multicraft Chance	60		1,145	2,545	510	2,950
Ring of New Beginnings	Ring	New Year Superior Pack	---	300	11	1,800,000	60,000	16:40:00	30	105,000	1.75	1,575	7,875	3,671	377		Jeweler	27	Master	23	Wizard	20		354	---	---	---	103	---	---	---	---	34		Sigil of Might	---	1	Precious Shell	---	5		340	---	21	---	---		---	---		-71 Iron Spent	6	-31 Steel Spent	16	-20% Craft Time Reduction	28	x1.25 Value Increase	45	Quality Chance x2	70		-7 Jewels Spent	60	-1 Precious Shell Spent	60	+10% Multicraft Chance	60		1,175	2,615	525	2,950
Pearlescent Perfection	Ring	---	125	---	12	2,450,000	85,800	23:50:00	28.55	195,000	2.27	2,925	14,625	4,293	328		Jeweler	29	Master	25	Wizard	22		387	---	---	---	113	---	---	---	---	41		Sigil of True Might	---	1	Magma Core	---	2		410	---	---	---	---		---	---		-20% Craft Time Reduction	6	-77 Iron Spent	14	x1.25 Value Increase	26	-17 Steel Spent	40	Quality Chance x2	60		-8 Jewels Spent	80	-17 Steel Spent	80	+10% Multicraft Chance	80		1,365	3,030	605	3,290
Memento	Amulet	Priestess	---	---	1	550	110	00:01:50	5	920	8.36	14	70	10	28		Priestess	1	---	1	---	1		9	---	6	---	---	---	---	---	---	---		---	---	---	---	---	---		---	23	---	---	---		---	---		x1.25 Value Increase	8	-3 Iron Spent	20	-25% Craft Time Reduction	36	Quality Chance x2	55	Quality Chance x3	85		-3 Iron Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		20	40	10	55
Jade Pendant	Amulet	---	---	---	2	1,050	220	00:03:40	4.77	2,050	9.32	31	155	14	42		Priestess	1	---	1	---	1		12	---	8	---	---	---	---	---	---	---		---	---	---	---	---	---		---	35	---	---	---		---	---		x1.25 Value Increase	9	-4 Iron Spent	22	-25% Craft Time Reduction	40	Quality Chance x2	65	Quality Chance x3	100		-4 Iron Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		25	55	10	90
Iron Bond	Amulet	---	---	---	3	2,450	400	00:06:40	6.13	3,800	9.5	57	285	20	59		Priestess	1	---	1	---	1		16	---	---	---	---	---	---	---	---	---		Iron Pine Cone	---	4	---	---	---		---	49	---	---	---		---	---		x1.25 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Sun Pendant	32	-3 Iron Spent	50	Quality Chance x3	80		-1 Iron Pine Cone Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		40	85	15	135
Mundra's Amulet	Amulet	The Moon Dragon Pack	---	---	3	10,600	520	00:08:40	20.38	4,850	9.33	146	730	27	197		Moon Dragon	1	---	1	---	1		19	---	---	---	---	---	---	---	---	---		Glow Shroom	---	3	---	---	---		89	105	---	---	---		---	---		x1.25 Value Increase	7	-20% Craft Time Reduction	18	Blueprint: Mundra's Hornbow	32	-4 Iron Spent	50	Quality Chance x3	80		-1 Glow Shroom Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		55	125	25	165
Sun Pendant	Amulet	---	6	---	4	5,950	870	00:14:30	6.84	7,450	8.56	112	560	37	86		Priestess	8	---	1	---	1		26	---	17	---	---	---	---	---	---	---		Precious Gem	---	3	---	---	---		---	72	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Noble Chain	36	-5 Iron Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Precious Gem Spent	15		60	130	25	225
Eclipse Amulet	Amulet	Frozen Chest	---	---	4	9,650	1,110	00:18:30	8.69	9,000	8.11	135	675	52	114		Priestess	9	---	1	---	1		31	---	20	---	---	---	---	---	---	---		Webbed Wing	---	4	---	---	---		---	95	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	-6 Iron Spent	36	-4 Leather Spent	55	Quality Chance x2	85		-10 Leather Spent	15	+10% Multicraft Chance	15	-1 Webbed Wing Spent	15		70	155	30	260
Medal of Honor	Amulet	4th of July Pack	---	100	4	9,000	1,110	00:18:30	8.11	9,000	8.11	135	675	52	121		Priestess	9	---	1	---	1		31	---	20	---	---	---	---	---	---	---		Silver Dust	---	3	---	---	---		---	80	5	---	---		---	Eagle Accuracy		x1.25 Value Increase	8	-25% Craft Time Reduction	20	-9 Iron Spent	36	-4 Leather Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Silver Dust Spent	15		70	160	30	260
Noble Chain	Amulet	---	10	---	5	10,000	1,380	00:23:00	7.25	10,500	7.61	158	790	89	106		Priestess	10	---	1	---	1		37	---	25	---	8	---	---	---	---	---		Deep Pearl	---	2	Glow Shroom	---	4		---	88	---	---	---		---	---		-25% Craft Time Reduction	8	-7 Iron Spent	20	Blueprint: Holy Symbol	36	x1.25 Value Increase	55	Quality Chance x2	85		-2 Steel Spent	20	+10% Multicraft Chance	20	-2 Deep Pearl Spent	20		75	165	35	295
Lucky Medallion	Amulet	St. Patrick's Day Pack	---	120	5	19,000	1,740	00:29:00	10.92	12,500	7.18	188	940	122	134		Priestess	11	Jeweler	4	---	1		45	---	30	---	9	---	---	---	---	---		Living Root	---	2	Precious Gem	---	3		24	96	---	---	---		---	---		-25% Craft Time Reduction	11	-9 Iron Spent	28	x1.25 Value Increase	50	-6 Leather Spent	80	Quality Chance x2	125		-3 Steel Spent	20	-3 Precious Gem Spent	20	+10% Multicraft Chance	20		100	225	45	335
Luxurious Charm	Amulet	Luxurious Chest	---	---	5	50,000	2,700	00:45:00	18.52	16,500	6.11	248	1,240	210	138		Priestess	13	Jeweler	1	---	1		64	---	43	---	15	---	---	---	---	---		Golden Artifact	---	1	Glow Shroom	---	8		---	115	---	---	---		Gold	Xolotl Spirit		-25% Craft Time Reduction	9	-13 Iron Spent	22	x1.25 Value Increase	40	-10% Craft Time Reduction	60	Quality Chance x2	95		-4 Steel Spent	20	+10% Multicraft Chance	20	-8 Glow Shroom Spent	20		120	270	55	420
Holy Symbol	Amulet	---	17	---	6	29,500	1,920	00:32:00	15.36	16,500	8.59	248	1,240	194	138		Priestess	13	Jeweler	1	---	1		64	---	43	---	15	---	---	---	---	---		Memento	Superior	1	White Sand	---	2		---	115	---	---	---		Light	---		-25% Craft Time Reduction	9	-13 Iron Spent	22	Blueprint: Titanium Torc	40	x1.25 Value Increase	60	Quality Chance x2	95		-3 Steel Spent	25	+10% Multicraft Chance	25	Component Quality Reduced	25		125	280	55	420
Convenient Pendant	Amulet	Oktoberfest Mega Pack	---	140	6	40,500	2,400	00:40:00	16.88	19,000	7.92	285	1,425	269	178		Priestess	13	Jeweler	1	---	1		74	---	49	---	19	---	---	---	---	---		Moon Crystal	---	4	---	---	---		29	---	31	---	---		---	---		-25% Craft Time Reduction	9	-15 Iron Spent	22	-10% Craft Time Reduction	40	x1.25 Value Increase	60	Quality Chance x2	95		-4 Steel Spent	25	+10% Multicraft Chance	25	-1 Moon Crystal Spent	25		125	325	55	465
Trinket of the Fifth	Amulet	Cinco de Mayo 3 Mega Pack	---	140	6	43,000	3,000	00:50:00	14.33	21,500	7.17	323	1,615	298	178		Priestess	13	Carpenter	1	---	1		---	79	---	28	---	19	---	---	---	---		White Sand	---	4	Living Root	---	2		---	115	8	---	---		---	---		-25% Craft Time Reduction	10	-16 Wood Spent	24	-1 Living Root Spent	44	x1.25 Value Increase	70	Quality Chance x2	110		-22 Herbs Spent	25	+10% Multicraft Chance	25	-1 Living Root Spent	25		125	335	55	515
Titanium Torc	Amulet	---	25	---	7	78,500	7,800	02:10:00	10.06	30,000	3.85	450	2,250	450	192		Priestess	18	Jeweler	14	---	8		116	---	---	---	29	---	---	20	---	---		Star Metal	---	4	---	---	---		---	160	---	---	---		---	---		-25% Craft Time Reduction	10	-23 Iron Spent	24	Blueprint: Magatama Necklace	44	x1.25 Value Increase	70	Quality Chance x2	110		-6 Steel Spent	30	+10% Multicraft Chance	30	-1 Star Metal Spent	30		200	445	90	675
Magical Timepiece	Amulet	Back to School Pack	---	160	7	115,000	9,600	02:40:00	11.98	33,000	3.44	495	2,475	578	238		Priestess	19	Jeweler	15	---	9		127	---	---	---	32	---	---	22	---	---		Silk Scarab	---	4	---	---	---		43	170	---	---	---		---	---		-25% Craft Time Reduction	10	-25 Iron Spent	24	x1.25 Value Increase	44	-10% Craft Time Reduction	70	Quality Chance x2	110		-6 Steel Spent	30	+10% Multicraft Chance	30	-4 Oils Spent	30		240	535	105	735
Magatama Necklace	Amulet	---	35	---	8	200,000	14,400	04:00:00	13.89	40,000	2.78	600	3,000	553	228		Priestess	21	Jeweler	17	---	11		149	---	---	---	39	---	---	---	---	7		Druid Laurels	Normal	1	Chronos Crystal	---	5		---	190	---	---	---		---	---		-25% Craft Time Reduction	11	-30 Iron Spent	28	Blueprint: Stygian Phylactery	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Jewels Spent	35	+10% Multicraft Chance	35	-1 Chronos Crystal Spent	35		315	700	140	860
Dragonsoul Pendant	Amulet	Dragon Siblings Mega Pack	---	180	8	245,000	17,400	04:50:00	14.08	44,000	2.53	660	3,300	715	300		Priestess	21	Jeweler	17	---	12		160	---	---	---	42	---	---	---	---	8		Ancient Marble	---	5	---	---	---		---	200	12	---	---		---	---		-25% Craft Time Reduction	11	-32 Iron Spent	28	x1.25 Value Increase	50	-8 Steel Spent	80	Quality Chance x2	125		-2 Jewels Spent	35	-1 Ancient Marble Spent	35	+10% Multicraft Chance	35		345	770	155	925
Archivist Glasses	Amulet	Collection Book	---	---	8	260,000	21,000	05:50:00	12.38	47,500	2.26	713	3,565	739	280		Priestess	22	Jeweler	18	---	13		172	---	---	---	46	---	---	---	---	---		Bronze Circlet	Normal	2	Chronos Crystal	---	5		35	210	---	---	---		---	---		-25% Craft Time Reduction	11	-34 Iron Spent	28	x1.25 Value Increase	50	-1 Bronze Circlet Spent	80	Quality Chance x2	125		-14 Steel Spent	35	+10% Multicraft Chance	35	-1 Bronze Circlet Spent	35		360	795	160	995
Stygian Phylactery	Amulet	---	45	---	9	305,000	18,000	05:00:00	16.94	51,500	2.86	773	3,865	884	264		Priestess	22	Jeweler	18	---	15		183	---	---	---	50	---	---	---	---	13		Iron Bond	Normal	3	Spooky Ectoplasm	---	5		---	220	---	---	---		Dark	---		-25% Craft Time Reduction	10	-37 Iron Spent	26	Blueprint: Alimyriad	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Jewels Spent	40	-2 Iron Bond Spent	40	+10% Multicraft Chance	40		385	860	170	1,065
Ursa Totem	Amulet	Champion Clash Mega Pack	---	200	9	415,000	22,200	06:10:00	18.69	56,000	2.52	840	4,200	1,061	322		Priestess	23	Jeweler	19	---	16		---	181	---	---	---	47	---	---	---	16		Oak Staff	Normal	1	Thread of Fate	---	4		58	230	---	---	---		---	Bear Vitality		-25% Craft Time Reduction	10	-36 Wood Spent	26	x1.25 Value Increase	46	-9 Ironwood Spent	70	Quality Chance x2	110		-5 Jewels Spent	40	-1 Thread of Fate Spent	40	+10% Multicraft Chance	40		450	995	200	1,140
Alimyriad	Amulet	---	60	---	10	610,000	32,400	09:00:00	18.83	65,000	2.01	975	4,875	1,392	300		Priestess	25	Jeweler	21	Wizard	18		218	---	---	---	62	---	---	---	---	22		Precious Shell	---	5	Bronze Fang	---	4		---	250	---	---	---		---	---		-20% Craft Time Reduction	10	-44 Iron Spent	26	Blueprint: Brísingamen	46	x1.25 Value Increase	70	Quality Chance x2	110		-7 Jewels Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		810	1,795	360	2,335
Freyja's Talisman	Amulet	Mystic Superior Offer	---	250	10	630,000	32,400	09:00:00	19.44	65,000	2.01	975	4,875	1,545	350		Priestess	25	Jeweler	21	Wizard	18		218	---	---	---	62	---	---	---	---	22		Crystal Lullaby	---	4	Silk Scarab	---	2		63	250	---	---	---		Light	---		-20% Craft Time Reduction	10	-44 Iron Spent	26	x1.25 Value Increase	46	-12 Steel Spent	70	Quality Chance x2	110		-7 Jewels Spent	45	-2 Silk Scarab Spent	45	+10% Multicraft Chance	45		820	1,825	365	2,335
VIP Talisman	Amulet	Fortune Superior Offer	---	250	10	650,000	38,400	10:40:00	16.93	69,500	1.81	1,043	5,215	1,781	392		Priestess	25	Jeweler	21	Wizard	18		230	---	---	---	66	---	---	---	---	25		Deep Coral	---	4	Evil Eye	---	3		---	260	16	---	---		---	---		-20% Craft Time Reduction	9	-46 Iron Spent	22	x1.25 Value Increase	40	-13 Steel Spent	65	Quality Chance x2	100		-8 Jewels Spent	45	-1 Deep Coral Spent	45	+10% Multicraft Chance	45		835	1,850	370	2,480
Brísingamen	Amulet	---	85	---	11	1,550,000	55,200	15:20:00	28.08	120,000	2.17	1,800	9,000	2,111	390		Priestess	27	Jeweler	23	Wizard	20		254	---	---	---	73	---	---	---	---	31		Sigil of Spark	---	1	Zirconia Eggshell	---	4		---	325	---	---	---		Fire	---		-20% Craft Time Reduction	6	-51 Iron Spent	16	Blueprint: Titania's Keepsake	28	x1.25 Value Increase	45	Quality Chance x2	70		-9 Jewels Spent	60	-1 Zirconia Eggshell Spent	60	+10% Multicraft Chance	60		1,095	2,435	485	2,790
Monsoon Heart	Amulet	Bleak Chest	---	---	11	1,750,000	55,200	15:20:00	31.7	120,000	2.17	1,800	9,000	2,340	448		Priestess	27	Jeweler	23	Wizard	20		254	---	---	---	73	---	---	---	---	31		Sigil of Spark	---	1	Boreal Gale	---	3		---	373	---	---	---		---	---		-20% Craft Time Reduction	6	-51 Iron Spent	16	x1.25 Value Increase	28	-15 Steel Spent	45	Quality Chance x2	70		-9 Jewels Spent	60	-1 Boreal Gale Spent	60	+10% Multicraft Chance	60		1,145	2,545	510	2,790
Forlorn Acorn	Amulet	Troublin Superior Pack	---	300	11	1,800,000	66,000	18:20:00	27.27	130,000	1.97	1,950	9,750	2,397	476		Priestess	27	Jeweler	23	Carpenter	20		---	248	---	---	---	67	---	---	30	---		Sigil of Grace	---	1	Living Root	---	10		85	340	---	---	---		Earth	---		-25% Craft Time Reduction	6	-50 Wood Spent	16	x1.25 Value Increase	28	-13 Ironwood Spent	45	Quality Chance x2	70		-9 Ether Spent	60	-4 Living Root Spent	60	+10% Multicraft Chance	60		1,175	2,615	525	2,950
Gyatso's Amulet	Amulet	Fire & Air Mega Pack	---	300	11	1,650,000	61,800	17:10:00	26.7	130,000	2.1	1,950	9,750	2,823	513		Priestess	27	Jeweler	23	Carpenter	20		---	280	---	---	---	75	---	---	---	34		Sigil of Spark	---	1	Gale Element	Normal	1		---	340	21	---	---		Air	---		-25% Craft Time Reduction	6	-84 Wood Spent	16	x1.25 Value Increase	28	-23 Ironwood Spent	45	Quality Chance x2	70		-14 Jewels Spent	60	+10% Multicraft Chance	60	-1 Gale Element Spent	60		1,130	2,510	500	2,950
Fellgrove Talisman	Amulet	Fellgrove Superior Pack	---	300	11	1,950,000	79,200	22:00:00	24.62	135,000	1.7	2,025	10,125	2,929	490		Priestess	28	Jeweler	24	Wizard	21		278	---	---	---	81	---	---	---	32	---		Sigil of Spark	---	1	Grim Talon	---	3		88	350	---	---	---		Dark	---		-20% Craft Time Reduction	6	-56 Iron Spent	14	x1.25 Value Increase	26	-16 Steel Spent	40	Quality Chance x2	60		-10 Ether Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		1,225	2,720	545	3,120
